bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,yr_built,sqft_above,sqft_basement,view,waterfront,yr_renovated,price
3,2.6,3743,7397,2.0,1,3,1999,2970,773,4,0,0,1227667
5,1.5,4978,13217,1.0,2,5,2014,4215,763,3,0,0,1548220
6,1.7,2681,10074,1.0,2,5,1952,2353,328,4,0,2021,978075
1,3.5,1949,3171,1.5,4,6,2001,1019,930,0,0,0,683049
1,2.1,3596,13157,2.0,2,9,1959,3397,199,0,0,0,1163927
1,3.5,3756,8835,1.5,4,1,1970,3046,710,2,0,0,1154831
1,3.1,3656,13705,2.0,1,6,1986,3461,195,0,0,0,1108101
1,1.5,2090,8051,1.0,2,1,1964,1265,825,4,0,2004,701371
2,2.5,4739,15056,2.0,2,6,1958,4151,588,4,0,0,1530645
6,3.0,4481,14164,1.5,4,2,1993,3951,530,0,0,1993,1325947
5,1.7,1935,5092,1.0,1,8,1988,1874,61,1,0,2017,749938
3,3.5,723,2594,2.0,2,3,1954,400,323,4,0,0,397957
3,2.6,719,2806,2.0,2,6,1974,400,319,2,0,0,432255
6,1.5,4774,16411,1.0,2,6,2005,4494,280,1,0,0,1479845
6,2.7,2154,6580,1.0,1,4,2013,1215,939,0,0,0,724101
3,4.0,764,2304,1.0,1,5,2021,400,364,3,0,2018,425662
3,1.5,1453,5265,2.0,2,2,2001,1227,226,4,0,0,612580
2,3.5,4233,12076,1.0,4,8,1958,3595,638,3,0,0,1430379
4,1.6,3274,11490,1.0,4,7,1959,3217,57,2,1,0,1232223
5,3.3,3624,10046,1.0,2,6,1959,2704,920,1,0,1996,1187448
1,3.2,979,1621,2.0,1,7,2011,503,476,3,0,0,517289
4,1.9,4014,9873,2.0,2,1,2009,3639,375,2,0,0,1233354
6,2.0,1853,4838,2.0,1,5,1968,1138,715,3,0,0,738632
3,3.4,3822,7086,1.0,2,7,1987,3580,242,3,0,0,1264067
4,2.4,4378,7688,2.0,1,1,1955,4012,366,2,0,0,1325914
5,3.2,1389,3942,2.0,3,2,1964,454,935,4,0,0,579746
6,1.4,4354,7457,2.0,4,9,1996,3511,843,3,0,0,1481802
1,3.6,1424,3214,1.5,3,3,1994,925,499,2,0,0,520609
1,3.1,2670,8975,1.5,4,6,1954,1833,837,3,0,0,927002
5,3.7,2402,9394,2.0,1,7,2002,2151,251,4,0,0,940933
5,1.4,2895,9538,1.0,3,9,2015,1990,905,2,0,0,999984
3,2.8,528,2102,1.5,4,5,2011,400,128,3,0,0,356497
1,2.8,534,1733,2.0,2,4,1972,400,134,0,0,0,295843
6,2.1,4089,9136,2.0,1,2,1993,3681,408,4,0,0,1357118
4,2.4,3170,10081,2.0,1,3,2001,2460,710,3,0,0,1079877
6,1.1,3865,12582,2.0,2,5,1995,3378,487,1,0,0,1229480
2,3.2,1088,2643,1.0,2,2,1968,746,342,2,0,0,497905
2,2.6,3718,5741,1.0,4,4,1996,3479,239,3,0,0,1190949
5,1.2,3638,11852,1.5,1,1,2001,3500,138,4,0,0,1154808
3,3.0,1403,2180,1.5,4,4,1973,1282,121,4,0,0,627399
2,2.4,4586,14115,1.0,2,7,1966,4167,419,1,0,0,1428111
1,1.1,2669,5095,1.0,1,3,1995,2109,560,1,0,0,820227
6,3.9,839,2444,1.5,2,8,2013,536,303,3,0,2002,568611
6,3.8,4770,13164,2.0,4,6,1977,4656,114,0,0,0,1491646
5,2.5,2214,3395,2.0,4,6,1999,1872,342,4,0,1999,852837
4,1.3,1056,2541,2.0,4,1,2013,806,250,0,0,0,374160
5,3.3,3587,10770,2.0,1,5,1977,3581,6,0,0,0,1152519
4,2.5,3766,13638,2.0,2,3,2005,3036,730,3,0,0,1203616
5,1.9,4067,15135,2.0,2,1,2008,3479,588,2,0,0,1247262
5,2.5,2556,6925,2.0,4,8,1954,2378,178,2,0,0,952466
5,2.6,4399,14609,2.0,4,7,2003,4255,144,2,0,2001,1462088
4,2.7,1516,3473,2.0,4,7,1993,1101,415,1,0,0,645239
4,2.3,2562,6034,2.0,4,4,1991,1897,665,4,0,0,951788
5,2.8,1338,2657,1.0,3,6,2021,1218,120,1,0,0,570091
2,3.8,2137,6207,1.0,3,9,2006,2014,123,4,0,2019,858264
3,2.1,4821,11022,1.0,3,3,1996,4672,149,4,0,2009,1504220
3,3.2,3996,6836,1.0,4,9,1974,3600,396,4,0,0,1417535
3,3.7,2313,7430,1.0,4,4,1993,1933,380,3,0,0,860335
4,2.4,3979,13008,1.0,2,5,1964,3200,779,2,0,2016,1248482
4,2.3,1951,4682,1.0,1,7,2000,1113,838,1,0,0,705670
2,2.8,2813,4759,1.5,2,6,2002,2813,0,1,0,0,955578
3,2.8,2014,5167,2.0,3,8,1983,1342,672,3,0,0,797604
3,3.4,1731,4510,1.0,2,8,1957,1488,243,4,0,0,750167
5,2.4,2145,6803,2.0,4,8,2019,1259,886,2,0,0,814165
4,4.0,3499,8007,2.0,3,3,1970,3102,397,0,0,2019,1089622
3,1.2,3940,12633,1.5,3,6,1956,3690,250,0,0,0,1201625
6,1.0,4556,16760,2.0,1,7,2005,3678,878,3,0,0,1457641
2,2.9,805,1685,1.0,1,9,1998,400,405,2,0,0,448535
6,1.9,4036,15931,1.0,3,4,1991,3738,298,0,0,0,1207072
6,1.7,2223,5481,1.5,3,5,1972,1464,759,0,0,0,751055
2,1.9,2189,4746,1.0,2,8,2001,1236,953,1,0,0,810820
6,1.8,2017,5150,1.5,3,1,2002,1721,296,2,0,0,708371
3,1.1,4417,7667,1.0,4,6,1965,3441,976,0,0,0,1325458
4,3.9,919,1667,1.0,2,4,1986,400,519,1,0,0,417241
2,1.7,3436,8713,1.0,4,5,1967,2937,499,2,0,0,1096003
5,3.2,4362,14857,1.0,4,5,1969,4248,114,4,0,0,1437696
6,3.3,4729,17737,2.0,4,2,1995,3923,806,2,0,0,1495969
2,3.8,1950,6165,1.5,3,8,1951,1950,0,3,0,0,813333
1,1.1,3596,6339,1.0,1,2,2012,3044,552,1,0,0,1065581
1,3.6,3761,11960,1.0,1,4,1952,3077,684,4,0,0,1224288
4,2.6,1664,5139,1.0,4,5,1995,1065,599,1,0,0,674206
3,2.9,2369,8325,1.0,3,1,1998,1888,481,1,0,0,778001
4,2.9,2319,8262,2.0,2,6,1950,1710,609,0,0,0,768071
4,3.5,3205,11763,1.0,4,2,1971,2606,599,2,0,0,1075541
4,2.0,4015,10179,2.0,2,5,1963,3253,762,1,0,0,1245945
4,3.2,1842,5976,2.0,2,6,1994,1333,509,1,0,2006,722397
5,2.6,2726,5917,1.0,3,8,1955,2392,334,3,0,0,985071
5,3.4,1579,6313,1.5,3,9,2014,1115,464,3,0,0,728437
2,4.0,4706,9121,2.0,1,6,1970,4566,140,3,0,0,1511361
1,1.6,3279,5001,2.0,1,5,1953,2697,582,1,0,0,1014701
4,4.0,3028,5668,1.5,3,4,1952,2892,136,4,0,0,1075250
2,1.3,1313,4516,2.0,4,2,1979,400,913,2,0,0,448632
1,1.0,2531,6623,2.0,1,2,1980,1921,610,1,0,0,751602
6,1.1,822,2152,1.0,2,7,1983,400,422,0,0,0,377008
3,2.0,3469,13485,2.0,4,5,1969,2520,949,4,0,1999,1138995
5,2.9,1403,5330,1.5,2,7,2003,717,686,4,0,0,657486
6,1.2,2041,4649,1.5,3,1,1974,1875,166,2,0,0,745591
1,1.0,4003,8096,2.0,2,1,1964,3661,342,4,1,0,1398029
6,3.8,3153,11417,2.0,4,5,1987,2744,409,2,0,0,1082694
3,3.5,2976,11204,1.0,3,2,1972,2208,768,4,0,0,1007178
1,3.4,3840,10959,1.0,4,8,2001,2931,909,2,1,0,1391913
6,3.7,4743,14577,2.0,2,3,2015,4008,735,3,0,0,1525798
5,3.1,1641,3515,2.0,4,1,2006,762,879,3,0,0,662908
5,1.3,1349,4724,2.0,3,2,2006,508,841,4,0,0,568107
2,2.2,866,2667,2.0,2,7,2001,802,64,4,0,0,480791
6,3.2,3397,9371,2.0,2,6,1984,2817,580,2,0,0,1178749
4,1.8,1589,2622,1.5,1,8,1963,1523,66,2,0,0,682002
6,3.1,4541,17209,1.0,1,7,1963,4109,432,1,0,0,1415160
1,1.1,2538,7712,1.5,4,8,1982,2489,49,3,0,0,900415
1,1.9,3360,6658,2.0,1,3,2001,3047,313,1,0,0,1014376
6,2.6,4770,14386,2.0,1,6,1950,4462,308,1,0,0,1478559
3,2.9,2354,7517,1.5,1,7,1983,1752,602,0,0,2001,821551
5,2.7,994,2797,1.5,1,1,1968,880,114,2,0,0,430133
1,3.1,3682,12133,1.0,3,1,1973,2797,885,0,0,1991,1106388
5,1.0,2284,6746,1.0,3,7,1953,1716,568,0,0,0,801897
1,1.3,4010,15516,1.5,1,3,1985,3669,341,1,1,0,1307507
2,3.6,4286,7004,1.0,4,3,2007,3757,529,0,0,0,1276285
4,3.0,4630,8174,1.0,3,5,1981,3847,783,2,0,0,1426670
1,1.3,1498,2897,1.0,1,6,1958,857,641,1,1,0,679045
5,3.5,4969,16027,1.5,3,2,2016,4475,494,2,0,0,1539042
2,1.7,1951,6075,1.0,2,3,1969,1683,268,4,0,2001,721957
1,2.4,2251,8396,2.0,3,6,2011,1311,940,0,0,0,788374
3,1.4,2780,9263,1.5,3,3,2007,2701,79,1,0,0,852012
4,3.1,3434,9515,2.0,4,5,1971,2979,455,3,0,0,1167779
1,3.0,4234,16849,2.0,3,9,2016,3936,298,2,0,0,1357039
2,1.6,3846,8327,1.0,4,3,1997,2879,967,0,0,0,1121907
3,3.6,2373,8502,1.5,2,6,1957,1552,821,2,0,0,858324
6,2.2,4303,11045,2.0,1,5,1964,4102,201,2,0,0,1351919
2,1.9,2479,7739,2.0,4,5,1981,1977,502,4,0,0,921263
2,1.5,1198,3975,2.0,3,6,2002,462,736,2,0,0,548322
3,1.8,1812,5588,2.0,3,6,2016,1142,670,4,0,0,693959
2,1.1,3462,6409,1.0,4,1,1953,2747,715,4,0,0,1122724
3,2.7,3438,8964,1.0,2,9,1979,2790,648,4,0,2020,1258835
1,3.5,2800,8130,1.5,1,5,1962,2316,484,0,0,1991,886051
3,2.6,3697,13392,1.0,3,1,1970,3113,584,2,0,0,1122492
3,1.7,626,1633,1.0,2,8,1990,400,226,2,0,0,374115
4,1.1,1691,6420,2.0,1,7,1968,1674,17,4,0,0,703916
3,1.6,3139,8164,1.0,1,7,1997,2662,477,2,0,0,1042292
3,2.2,4889,14040,1.0,3,5,2012,3898,991,2,0,0,1484358
6,3.3,4416,15414,2.0,4,1,1969,3929,487,4,0,1990,1427337
1,1.6,1866,5519,2.0,3,9,2013,884,982,3,0,0,723876
4,3.2,1519,5924,1.0,3,9,1986,741,778,3,0,0,687809
6,3.6,4579,14427,2.0,3,8,1980,4134,445,4,0,0,1547429
5,2.4,1184,3323,2.0,2,5,1967,845,339,0,0,2000,485366
1,3.5,4129,6437,1.5,4,3,1969,3599,530,2,0,2007,1246696
1,2.7,3387,8583,1.0,2,8,1960,2776,611,2,0,0,1106373
5,2.9,1962,4410,1.0,3,1,1993,1847,115,3,0,0,719671
3,2.6,4586,15456,1.5,4,3,2013,3729,857,4,0,0,1457225
6,2.4,2761,5579,1.0,1,7,1983,2688,73,0,0,0,953382
2,1.7,4680,9421,2.0,4,4,2014,3889,791,4,1,0,1618938
4,1.9,3341,6594,2.0,3,7,2004,3073,268,3,0,0,1120423
2,1.9,2267,4112,2.0,4,5,1950,1631,636,3,0,0,823509
5,2.7,4680,10658,2.0,1,6,1987,4565,115,2,0,0,1460789
1,1.4,4060,15082,2.0,1,7,1958,3375,685,1,0,0,1223304
1,3.8,2612,8978,1.0,4,7,2020,1920,692,0,0,0,865967
4,3.2,1126,3758,1.0,1,7,1966,400,726,0,1,0,623305
1,2.2,4659,16275,2.0,2,7,2001,3991,668,1,0,0,1392594
1,1.5,3914,8507,1.0,4,7,1967,3751,163,3,0,0,1248064
4,3.6,1875,6972,1.5,1,3,2012,1293,582,4,0,0,753496
6,3.5,1681,3098,2.0,1,3,1982,1460,221,0,0,1994,616230
6,3.2,990,2317,2.0,4,7,1953,865,125,1,0,0,495763
4,1.8,4229,12546,1.5,2,2,2001,3573,656,2,0,0,1267620
5,2.2,4034,7088,2.0,4,2,1958,3859,175,2,0,0,1265566
1,1.3,3796,12622,1.0,1,3,2013,2824,972,3,0,0,1140723
1,1.6,2440,6022,2.0,4,4,1979,1777,663,0,0,2020,747324
5,3.3,4908,16986,1.0,1,6,1957,4215,693,4,0,0,1575026
6,3.1,2382,6508,2.0,3,8,1954,2008,374,0,0,0,845937
3,2.8,3487,6807,1.0,4,7,2012,2497,990,2,0,2010,1161012
3,3.7,3659,12209,2.0,4,4,1950,2801,858,0,0,0,1133971
3,2.7,1181,2515,1.0,1,2,1964,684,497,2,0,0,498869
6,2.4,1573,4289,1.0,1,2,1987,1489,84,1,0,0,552033
6,2.0,2887,4875,1.5,1,4,1991,2012,875,1,0,0,968851
5,3.8,2894,8811,1.5,1,6,1995,2512,382,2,0,0,1018439
1,1.2,3193,10104,1.0,4,3,2002,2561,632,4,0,0,1068829
5,3.8,1870,4575,1.0,1,6,1975,1230,640,4,0,0,815162
5,3.5,4840,18808,2.0,4,5,2010,4378,462,0,0,0,1473867
6,1.4,2656,9788,2.0,2,5,2016,2206,450,2,1,0,1043380
3,2.7,3080,10071,1.0,4,2,2003,2563,517,3,0,1998,1011581
2,3.6,4891,16062,2.0,1,8,1971,4046,845,4,0,2001,1548904
1,2.7,2659,5666,1.0,1,5,1975,1965,694,4,0,0,942047
6,3.7,3748,11776,1.5,2,2,2009,3199,549,1,0,0,1183764
3,3.8,4231,8443,1.0,4,7,1988,3303,928,4,0,0,1409380
2,2.3,4329,8051,1.5,2,9,1985,4214,115,4,0,1990,1423864
2,2.1,2127,8505,1.0,4,9,1970,1514,613,4,0,0,831287
6,3.8,3972,12138,2.0,1,1,1990,3965,7,2,0,2004,1253014
4,3.0,527,1358,1.0,4,7,1997,400,127,2,0,1999,366958
1,1.3,2485,5517,1.0,1,9,1975,1767,718,1,0,0,833954
2,1.1,4653,14004,1.0,1,6,2012,4064,589,0,0,0,1362865
6,2.7,2021,3282,2.0,3,1,1985,1142,879,4,0,0,792612
6,3.8,796,1382,2.0,3,2,1973,400,396,0,0,0,392064
3,3.5,2681,4241,2.0,4,4,1970,2115,566,2,0,0,921725
4,3.0,3902,10722,2.0,1,4,1967,3599,303,4,0,0,1297967
1,1.4,2796,8392,2.0,2,2,1964,2330,466,0,0,0,825398
5,1.8,3097,5129,2.0,1,8,1955,2146,951,0,0,0,1018078
3,3.6,1401,4627,1.0,2,2,1992,409,992,3,0,2006,552114
2,1.5,1598,3317,2.0,4,3,1980,859,739,2,0,0,563436
2,1.8,2177,6994,1.0,4,4,1977,2090,87,1,0,0,730652
3,1.4,3381,13370,2.0,2,9,1957,3372,9,1,0,0,1116606
6,3.0,1878,6061,2.0,2,1,1978,1571,307,3,0,0,703756
2,3.8,1748,6481,2.0,1,8,1970,1315,433,0,0,0,681177
4,1.8,4235,16391,1.5,4,5,2007,3434,801,3,0,0,1401688
1,2.4,4741,12880,2.0,1,7,2009,4578,163,3,0,2005,1518717
4,2.9,1764,5743,2.0,2,8,1999,1526,238,2,0,0,718104
2,4.0,2407,8737,1.0,3,5,1980,2091,316,4,0,0,892845
5,1.3,1558,3725,1.0,3,8,1996,563,995,0,0,2006,617527
1,2.5,3249,6996,2.0,3,8,1983,2594,655,1,0,0,1074940
1,2.2,2548,9851,2.0,2,9,1951,2214,334,1,0,0,855645
3,3.6,4748,15743,1.0,1,2,2016,4731,17,3,0,0,1450659
3,2.4,2976,6098,1.0,4,3,2021,2906,70,3,0,0,1007675
5,1.3,4516,11844,1.0,2,1,2001,4342,174,3,0,0,1354535
6,2.9,3697,12906,1.0,3,4,1956,2844,853,0,0,0,1140311
1,3.3,4053,11622,2.0,1,5,1968,3254,799,3,0,0,1278767
5,1.0,4940,15436,2.0,4,1,1964,4130,810,3,0,0,1490450
3,3.6,2261,7652,2.0,4,8,1997,1923,338,4,0,0,884391
3,1.6,720,2199,1.5,2,2,1963,400,320,0,0,0,304853
1,2.7,3388,9656,2.0,2,1,1952,3141,247,2,0,1992,1022553
4,2.2,2164,7301,1.0,4,2,1999,1972,192,2,0,0,753092
2,3.2,4486,14888,1.0,4,5,2003,4068,418,4,0,0,1447904
3,2.1,3477,10690,1.5,3,9,1955,3153,324,1,0,1991,1123610
6,3.6,2371,5689,1.0,4,9,1998,2066,305,2,0,0,893632
6,3.2,1962,4933,1.5,2,2,1972,1183,779,0,0,2006,676243
3,2.9,844,3313,1.0,1,2,1969,641,203,1,0,1993,350673
4,3.4,544,968,1.0,3,3,2009,400,144,3,0,0,378416
4,3.3,2568,5575,1.0,3,7,1994,2446,122,0,0,0,893958
5,1.1,2014,5500,2.0,4,3,2010,1445,569,1,0,0,656979
6,2.2,3098,11127,1.0,1,1,2005,2248,850,2,0,0,985186
5,3.8,1501,2865,2.0,3,6,1951,1055,446,3,0,0,704005
6,1.4,1533,3360,1.0,2,3,1994,821,712,3,0,0,645405
2,3.2,2540,4227,2.0,4,1,1989,2050,490,0,0,0,753140
2,3.9,773,2523,2.0,2,4,1973,400,373,3,0,0,455593
1,1.2,3147,6594,2.0,4,1,1978,2524,623,1,0,0,915615
5,3.0,2279,5632,2.0,3,1,2016,2152,127,4,0,0,856670
3,2.4,4976,12983,1.0,4,2,2017,4429,547,2,0,0,1477007
5,2.7,978,3646,1.0,1,8,2015,400,578,0,0,0,473868
3,1.3,1015,2566,1.5,2,2,2003,400,615,4,0,2003,457514
4,1.1,4786,8916,1.0,1,2,2002,4740,46,4,0,0,1434314
5,3.0,1691,4753,1.0,2,8,1998,1187,504,0,0,0,645943
4,3.5,3168,12378,2.0,2,6,1981,3054,114,1,0,1990,1066680
2,3.3,1911,5769,1.5,4,4,2010,1496,415,2,0,0,697983
2,2.6,3780,14963,2.0,3,3,1991,3014,766,0,0,0,1107258
1,1.3,771,2777,2.0,3,1,1950,400,371,4,0,0,351595
5,3.1,642,1020,2.0,1,3,2012,420,222,4,0,0,407616
4,1.7,3832,12055,2.0,4,9,1984,3197,635,0,0,2011,1209656
3,3.7,1287,2853,2.0,3,5,2000,400,887,4,0,0,629387
2,3.5,2181,6322,1.0,2,6,2020,1679,502,0,0,2005,733148
2,3.1,1122,2466,1.0,2,5,1994,451,671,0,0,0,436159
3,3.8,4341,10297,2.0,4,1,2014,3384,957,2,0,2017,1332942
4,1.1,4176,15901,2.0,1,1,1963,3244,932,0,0,2012,1208071
4,3.2,3072,6195,2.0,4,4,1952,2977,95,4,0,0,1099654
5,2.0,3760,13856,1.5,1,3,1973,3654,106,3,0,0,1194878
5,3.7,566,892,2.0,4,8,2014,400,166,2,0,0,432363
6,1.8,4786,8266,1.0,2,7,1997,4174,612,4,0,2014,1571434
6,3.2,1640,5964,1.0,4,7,1959,1026,614,4,0,0,741127
1,3.6,2814,8656,1.5,3,8,1962,2137,677,2,0,0,972521
2,1.1,3032,10212,1.5,3,7,1963,2107,925,2,0,0,1014607
5,2.2,4080,8256,1.0,4,2,1959,3383,697,4,0,0,1305824
4,3.3,1687,4795,1.0,1,4,1989,1656,31,3,1,0,827962
3,2.4,4971,16618,1.0,1,6,1972,4479,492,1,0,0,1463066
4,1.8,3839,11779,1.5,2,3,2004,3774,65,4,0,2009,1255048
2,1.7,1048,2807,2.0,2,3,2012,870,178,2,0,0,431486
6,1.4,4587,17886,2.0,1,6,2020,3809,778,0,0,0,1398931
4,3.6,572,1824,1.0,4,1,1991,400,172,0,0,0,308122
1,2.7,698,2631,1.5,2,1,2015,400,298,2,1,0,462984
2,1.2,3701,12303,2.0,1,5,1996,3153,548,2,0,2006,1120093
6,2.1,2281,7615,1.5,1,1,2001,2081,200,1,0,0,743344
3,2.1,1071,1820,1.0,4,8,1967,400,671,2,0,0,543895
6,1.5,1290,3094,2.0,3,2,1967,1242,48,0,0,0,483095
1,2.3,2138,7794,2.0,1,6,1973,1352,786,3,0,2016,758359
2,2.0,2331,4851,1.0,2,5,1972,1381,950,2,0,2003,792470
3,2.0,2355,4212,1.0,4,4,1961,1676,679,1,0,0,795468
1,3.2,1674,3875,1.5,4,1,1972,1412,262,3,0,0,618552
6,1.7,4240,8696,1.5,4,3,1970,4108,132,1,0,0,1300193
1,2.9,3777,14402,1.0,3,4,2013,2968,809,3,0,0,1187152
2,2.7,678,2488,1.0,3,2,2021,400,278,2,0,0,324685
5,2.7,2744,7543,1.0,2,2,1983,2569,175,0,0,2010,864851
1,3.0,4586,7582,2.0,2,2,1951,4196,390,3,0,2005,1406379
1,2.6,1234,4055,2.0,4,1,2018,1224,10,4,0,2011,520877
6,3.6,1298,3969,2.0,2,2,1980,1098,200,1,0,0,523442
6,3.0,1287,5053,2.0,1,6,2017,400,887,3,0,0,629530
3,2.6,3295,9546,1.0,3,3,2019,2370,925,1,0,0,1018592
6,3.5,4804,11246,2.0,4,5,1968,3996,808,0,1,0,1638645
4,2.8,3584,10026,1.5,4,1,2021,3582,2,1,0,0,1112389
2,1.9,3418,13494,1.0,1,8,1962,3205,213,1,0,0,1063912
2,1.6,1231,3989,2.0,1,4,2014,424,807,4,0,0,542342
5,1.5,1629,5180,2.0,1,9,1955,1323,306,1,0,0,604675
5,3.7,3946,8293,2.0,1,4,2020,2967,979,3,0,0,1294209
2,3.1,2105,7070,1.0,4,2,1976,1562,543,1,0,0,713484
5,3.8,4278,14441,2.0,3,3,2001,3719,559,2,0,0,1365565
3,2.8,3245,7441,2.0,3,5,1997,2919,326,1,0,0,1064802
6,2.4,3670,9943,1.0,1,6,2017,2907,763,2,1,0,1361551
2,1.2,3433,7677,1.0,2,7,1993,3235,198,1,0,0,1064826
5,3.0,1715,3681,1.0,4,4,1966,800,915,1,0,1991,620154
2,2.7,824,1289,2.0,3,7,1987,400,424,3,0,0,471345
4,4.0,2350,5200,1.5,1,3,1959,2242,108,2,0,0,835961
1,1.7,1990,5741,1.0,2,7,2003,1700,290,2,0,0,680237
6,2.6,1393,2095,1.0,2,4,1955,1286,107,4,0,0,642599
2,3.0,1890,4173,1.0,1,8,1955,1483,407,1,0,0,702115
1,2.9,3889,14403,2.0,4,9,2001,3338,551,1,0,0,1246843
5,2.7,4739,14141,1.5,3,7,1964,3767,972,3,0,0,1542411
1,3.3,4979,15034,2.0,2,8,2017,4928,51,4,0,0,1596774
6,1.6,2763,6930,2.0,3,8,2006,2652,111,4,0,0,1037152
2,3.2,3932,12547,2.0,3,2,2005,3638,294,3,0,2014,1215617
4,2.9,2871,5669,1.0,2,9,1956,2292,579,2,0,0,1029185
5,3.7,3586,12719,1.0,1,6,2000,3398,188,0,1,0,1265638
2,3.5,4812,8621,1.5,2,4,2007,3969,843,3,0,2015,1480299
6,1.9,2015,6327,1.0,2,5,2013,1295,720,2,0,2005,760135
5,1.8,3417,8039,1.0,4,5,1975,3353,64,4,0,0,1168079
3,3.9,2852,9607,2.0,3,7,2007,2279,573,3,0,1997,1069232
1,2.6,1667,4791,1.5,1,9,1980,1203,464,0,0,0,628062
6,3.7,610,1604,1.0,3,7,2015,400,210,1,0,0,424341
3,1.5,4827,9285,1.0,2,9,1962,4182,645,3,1,0,1701039
2,2.9,4155,12847,1.0,1,4,1967,3522,633,0,0,0,1221872
4,3.4,4293,16901,2.0,1,4,1962,3963,330,0,0,0,1288169
5,3.8,2255,8036,1.0,1,6,1973,1755,500,3,0,0,840907
1,2.0,2077,3427,1.0,1,8,2006,1395,682,2,0,0,720894
5,3.2,1796,4383,2.0,4,9,1978,1587,209,3,0,0,816373
2,2.6,4274,16300,1.0,1,1,2005,3467,807,4,0,0,1305321
5,1.2,2720,7500,1.0,2,1,2003,2632,88,0,1,2008,987413
1,3.1,1472,4644,1.0,4,8,1954,794,678,0,0,0,541540
2,3.1,1530,5785,1.0,2,7,1984,1503,27,1,0,0,595710
5,3.8,3093,11396,1.0,2,9,1968,2856,237,0,0,0,1078835
4,2.5,4492,12373,1.0,3,3,2004,4157,335,1,0,0,1358416
6,1.7,1413,3665,2.0,1,5,2018,1351,62,0,0,0,547177
2,1.1,2681,6298,1.0,1,3,1993,1722,959,0,0,0,784964
6,2.2,3697,12191,2.0,2,5,1987,2931,766,3,0,2003,1216650
2,1.9,1962,4350,2.0,1,1,2011,1055,907,3,0,0,676061
4,3.3,2878,6114,1.5,4,4,1971,2326,552,4,0,0,1010434
6,2.1,3954,9452,1.0,3,6,1989,3455,499,2,0,0,1283230
3,3.8,4053,7875,1.0,1,2,1975,3513,540,4,0,0,1318765
1,3.9,1807,5850,2.0,1,7,1954,1017,790,0,0,0,627502
3,2.9,1689,5135,2.0,4,8,2003,1221,468,4,0,2007,766385
5,3.8,1187,3213,2.0,3,1,1998,596,591,3,0,2001,559794
4,3.3,1707,4226,1.0,4,4,1952,1657,50,0,0,0,613111
3,2.6,2394,9031,2.0,2,4,1987,2283,111,0,0,0,778724
2,1.5,2311,3634,1.0,2,5,1963,1439,872,4,0,1990,823950
5,2.4,3683,12606,1.0,1,4,1996,3383,300,1,0,0,1142790
5,2.7,4297,16134,1.5,3,9,1963,4208,89,2,0,0,1431729
3,3.6,2144,5608,1.0,2,7,1987,1916,228,4,0,1995,869239
3,2.4,4468,12853,1.5,4,2,2013,4319,149,4,0,0,1415097
4,3.7,3216,12417,2.0,2,1,1993,2462,754,2,0,0,1048768
1,3.0,690,1401,2.0,2,9,2019,553,137,0,0,0,376037
3,1.4,1835,5138,2.0,4,1,2014,1701,134,0,0,0,561233
3,4.0,3606,9688,1.5,1,6,1974,3150,456,1,0,0,1181845
6,2.6,878,1884,2.0,3,2,1965,400,478,4,0,0,469037
2,2.2,4982,17668,1.0,1,4,1964,4489,493,2,0,0,1483574
6,3.0,4329,16229,1.5,4,6,1952,3803,526,4,0,0,1474420
6,1.3,1115,3852,1.0,2,5,2016,783,332,3,0,0,500251
5,2.9,2830,5627,1.0,3,6,1986,2469,361,4,0,0,1051706
1,2.5,2254,3869,1.0,1,3,2004,2081,173,4,0,0,770577
2,2.2,963,2902,1.5,4,5,1987,400,563,3,0,2006,487350
4,3.9,1466,2408,1.5,2,2,2012,1254,212,3,0,0,632439
4,2.6,4767,15168,2.0,2,7,1950,4425,342,2,0,0,1488793
3,1.7,3658,10337,1.0,1,3,2020,3598,60,0,0,0,1057507
3,2.4,4124,13019,2.0,4,1,1968,3249,875,1,0,2016,1234496
4,3.8,1189,3537,2.0,2,8,2001,458,731,3,0,0,591426
3,1.5,3122,7982,1.5,2,8,1979,3062,60,0,0,0,955129
1,1.6,2712,5429,2.0,3,3,2004,1894,818,2,0,0,869907
6,1.0,882,1997,1.0,2,7,1963,400,482,4,0,0,517670
3,1.0,2756,7747,2.0,1,9,1962,2233,523,2,0,1997,948515
5,3.5,4310,13488,1.5,4,8,1976,4095,215,2,0,0,1426077
3,3.2,4003,13805,2.0,4,3,1958,3415,588,3,0,0,1307855
2,2.1,1912,6535,2.0,3,2,1990,1169,743,1,0,2021,631539
1,3.1,2083,8189,2.0,4,7,1997,1460,623,3,1,2019,949525
2,2.2,871,1928,2.0,1,7,1961,400,471,4,0,0,488655
2,3.9,1110,1862,1.0,2,9,1959,417,693,3,0,0,567670
5,3.9,615,1453,1.0,3,5,1955,400,215,4,0,0,448367
1,2.2,946,3176,1.5,4,4,1983,400,546,3,0,0,483118
1,3.6,1891,4907,1.5,3,8,2001,1469,422,1,0,0,716141
1,3.3,3824,13554,1.0,3,4,1990,3454,370,0,0,2013,1138957
1,1.9,1840,5286,2.0,4,4,1955,1635,205,1,0,0,663283
1,1.7,3439,13152,1.5,3,2,1951,3154,285,3,1,0,1245472
5,2.4,4199,16248,2.0,4,1,1964,4095,104,2,0,0,1310355
